"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","PathwayID","Pathway","sign"
"CK",842.166666666667,19.9166666666667,329.032166613945,6,436,1233,571,872.5,1094.5,"map00640","Propanoate metabolism","a"
"0",167,8.83333333333333,176.238474800482,6,53,520,75.5,106,140.25,"map05418","Fluid shear stress and atherosclerosis","b"
"12",116.166666666667,8.33333333333333,44.6157670186972,6,65,185,82,118.5,134.75,"map05418","Fluid shear stress and atherosclerosis","b"
"48",167.166666666667,12.8333333333333,53.838338260636,6,110,253,135,148,197,"map05418","Fluid shear stress and atherosclerosis","b"
"CK",347.833333333333,20,118.313848161011,6,190,491,261,366.5,427,"map05418","Fluid shear stress and atherosclerosis","a"
"0",98.3333333333333,9.83333333333333,110.246390719455,6,36,321,45.75,53,76,"map00521","Streptomycin biosynthesis","bc"
"12",46.6666666666667,5.75,20.5199090316372,6,17,77,36.25,48,55.25,"map00521","Streptomycin biosynthesis","c"
"48",91.8333333333333,14.4166666666667,17.5546764899461,6,63,105,82.75,101.5,103,"map00521","Streptomycin biosynthesis","ab"
"CK",188.5,20,67.9786731262092,6,101,262,135.75,199,241.25,"map00521","Streptomycin biosynthesis","a"
"0",101.666666666667,8.33333333333333,109.287998731181,6,31,322,49.75,67.5,75.5,"map00643","Styrene degradation","bc"
"12",68.5,7.5,37.6124979228979,6,26,126,38.25,74,82,"map00643","Styrene degradation","c"
"48",106,13.6666666666667,23.1948270094864,6,80,148,94.25,102.5,109.25,"map00643","Styrene degradation","b"
"CK",226.5,20.5,94.9984210395099,6,139,390,163.5,193,266,"map00643","Styrene degradation","a"
"0",408.833333333333,9.16666666666667,503.844188878533,6,121,1428,175.5,204.5,298,"map00520","Amino sugar and nucleotide sugar metabolism","b"
"12",191.5,6,63.9335592627221,6,93,282,166,194.5,220,"map00520","Amino sugar and nucleotide sugar metabolism","b"
"48",427.166666666667,15.1666666666667,95.394793708392,6,286,575,394,424,458.5,"map00520","Amino sugar and nucleotide sugar metabolism","a"
"CK",798.5,19.6666666666667,284.062493124312,6,395,1020,589.75,943,999.25,"map00520","Amino sugar and nucleotide sugar metabolism","a"
"0",36.8333333333333,11.4166666666667,31.9212572851801,6,7,92,16.25,25.5,49.75,"map05416","Viral myocarditis","ab"
"12",15.1666666666667,5.58333333333333,5.26940856896357,6,8,23,12.5,14.5,18,"map05416","Viral myocarditis","b"
"48",64.6666666666667,17.8333333333333,36.302433343602,6,21,110,41.25,56,95.5,"map05416","Viral myocarditis","a"
"CK",44.8333333333333,15.1666666666667,20.3510851471529,6,16,75,34,45.5,54,"map05416","Viral myocarditis","a"
"0",61.5,10,66.7495318335642,6,13,192,20.75,43.5,58.75,"map00401","Novobiocin biosynthesis","b"
"12",44.1666666666667,9.08333333333333,21.2736143301195,6,8,64,35.5,50,59.25,"map00401","Novobiocin biosynthesis","b"
"48",57.6666666666667,12.8333333333333,11.0393236507798,6,43,70,49.5,58.5,66.75,"map00401","Novobiocin biosynthesis","ab"
"CK",110.833333333333,18.0833333333333,50.9408153317815,6,51,174,69.25,110,150.75,"map00401","Novobiocin biosynthesis","a"
"0",270.833333333333,8.41666666666667,285.068003582771,6,120,849,129.5,167.5,195,"map02026","Biofilm formation - Escherichia coli","b"
"12",179.166666666667,6.91666666666667,70.1068232532802,6,78,275,138.25,194,209.25,"map02026","Biofilm formation - Escherichia coli","b"
"48",324,15.8333333333333,43.7995433766152,6,265,400,310.5,320.5,328.25,"map02026","Biofilm formation - Escherichia coli","a"
"CK",526.666666666667,18.8333333333333,220.104217739385,6,260,784,357,514,716,"map02026","Biofilm formation - Escherichia coli","a"
"0",14,12,18.5364505771736,6,2,50,2.5,6.5,15,"map00524","Neomycin, kanamycin and gentamicin biosynthesis","ab"
"12",3.16666666666667,5.58333333333333,4.44597195972564,6,0,12,1,1.5,2.75,"map00524","Neomycin, kanamycin and gentamicin biosynthesis","b"
"48",12.5,14.6666666666667,5.08920425999979,6,6,21,10.25,11.5,14.25,"map00524","Neomycin, kanamycin and gentamicin biosynthesis","a"
"CK",21,17.75,13.311649033835,6,6,43,12,20,25.75,"map00524","Neomycin, kanamycin and gentamicin biosynthesis","a"
"0",25,10.8333333333333,34.052900023346,6,6,94,9,12,16.5,"map00525","Acarbose and validamycin biosynthesis","b"
"12",9.66666666666667,6.33333333333333,6.56251984123985,6,5,22,5.5,7,10.75,"map00525","Acarbose and validamycin biosynthesis","b"
"48",17,12.3333333333333,3.84707681233427,6,10,21,17,17,19.25,"map00525","Acarbose and validamycin biosynthesis","b"
"CK",47.1666666666667,20.5,19.9139816879163,6,30,75,31.5,39.5,62.5,"map00525","Acarbose and validamycin biosynthesis","a"
"0",107.333333333333,9.91666666666667,113.549401877186,6,26,324,35,64.5,121,"map05417","Lipid and atherosclerosis","ab"
"12",73,9.08333333333333,41.129065148627,6,40,139,42,55.5,96.75,"map05417","Lipid and atherosclerosis","b"
"48",111.833333333333,13.8333333333333,59.502661004922,6,42,190,71,99,159.25,"map05417","Lipid and atherosclerosis","ab"
"CK",149.666666666667,17.1666666666667,63.0037035948417,6,49,219,115.75,171.5,185.25,"map05417","Lipid and atherosclerosis","a"
"0",45.6666666666667,10.4166666666667,47.2764916916079,6,18,141,21,29.5,35.75,"map00523","Polyketide sugar unit biosynthesis","bc"
"12",21.6666666666667,6,9.0037029419382,6,5,32,22,22.5,25.25,"map00523","Polyketide sugar unit biosynthesis","c"
"48",42.5,13.3333333333333,15.3590364281097,6,23,67,33,42.5,48.25,"map00523","Polyketide sugar unit biosynthesis","b"
"CK",87.5,20.25,29.0774826970974,6,56,136,69.75,80,100,"map00523","Polyketide sugar unit biosynthesis","a"
"0",3.66666666666667,9.25,8.98146239020499,6,0,22,0,0,0,"map00404","Staurosporine biosynthesis","b"
"12",0.166666666666667,7.66666666666667,0.408248290463863,6,0,1,0,0,0,"map00404","Staurosporine biosynthesis","b"
"48",7.66666666666667,16.0833333333333,9.45868207873944,6,0,26,3,4,8,"map00404","Staurosporine biosynthesis","a"
"CK",11.3333333333333,17,8.68715526893969,6,0,21,4.5,15,15.75,"map00404","Staurosporine biosynthesis","a"
"0",26.3333333333333,9.08333333333333,31.1876043752428,6,5,88,9.5,14.5,24.75,"map00405","Phenazine biosynthesis","b"
"12",20.8333333333333,10.4166666666667,11.7203526681865,6,3,33,14.25,22,30.5,"map00405","Phenazine biosynthesis","ab"
"48",25.5,12.4166666666667,9.35414346693485,6,15,40,18,26.5,29,"map00405","Phenazine biosynthesis","ab"
"CK",57.6666666666667,18.0833333333333,29.6423121005543,6,23,92,31.75,60.5,81,"map00405","Phenazine biosynthesis","a"
"0",41,12.3333333333333,56.4694607730586,6,3,153,10.5,21,36,"map05410","Hypertrophic cardiomyopathy","b"
"12",19.5,10.3333333333333,14.842506526864,6,0,39,8.5,21.5,28.5,"map05410","Hypertrophic cardiomyopathy","b"
"48",97.1666666666667,20,73.3905080147744,6,23,191,51.75,65.5,159.5,"map05410","Hypertrophic cardiomyopathy","a"
"CK",12.3333333333333,7.33333333333333,12.16004385957,6,2,34,3,10,15.5,"map05410","Hypertrophic cardiomyopathy","b"
"0",402.5,8.66666666666667,401.476151221962,6,198,1219,214.5,251,283,"map02030","Bacterial chemotaxis","bc"
"12",258.333333333333,7.16666666666667,106.449361983371,6,123,438,216.75,233.5,291.5,"map02030","Bacterial chemotaxis","c"
"48",420.5,15,70.4066758198397,6,329,506,381.25,407,477.75,"map02030","Bacterial chemotaxis","ab"
"CK",709.166666666667,19.1666666666667,263.1953013765,6,368,1041,507.25,737.5,889.75,"map02030","Bacterial chemotaxis","a"
"0",55.1666666666667,10.1666666666667,51.8282419793173,6,10,124,23.5,27.5,96.75,"map04210","Apoptosis","b"
"12",29,7.33333333333333,13.3865604245452,6,11,50,21.5,29.5,33.75,"map04210","Apoptosis","b"
"48",82.1666666666667,17.8333333333333,41.777585696958,6,47,141,51.5,64,113.25,"map04210","Apoptosis","a"
"CK",52.8333333333333,14.6666666666667,16.975472502015,6,27,67,41.75,61,64.5,"map04210","Apoptosis","ab"
"0",218,8.5,244.154049730902,6,65,704,89.75,116.5,198,"map04212","Longevity regulating pathway - worm","b"
"12",136.333333333333,7.83333333333333,26.7631587572668,6,102,166,114.25,147.5,150.75,"map04212","Longevity regulating pathway - worm","b"
"48",197.666666666667,13.5,50.5278800927435,6,147,280,160.5,186.5,222.25,"map04212","Longevity regulating pathway - worm","b"
"CK",448.5,20.1666666666667,155.622299173351,6,231,603,331.25,498.5,563,"map04212","Longevity regulating pathway - worm","a"
"0",317.666666666667,9.5,322.034573713238,6,130,970,171.5,195,238,"map00770","Pantothenate and CoA biosynthesis","bc"
"12",166.666666666667,6,63.146390765163,6,68,235,129.75,187,206,"map00770","Pantothenate and CoA biosynthesis","c"
"48",297.166666666667,14.6666666666667,69.4965226947843,6,225,417,252.5,281.5,321.75,"map00770","Pantothenate and CoA biosynthesis","ab"
"CK",600.666666666667,19.8333333333333,239.025242739479,6,282,918,426.5,638,738.5,"map00770","Pantothenate and CoA biosynthesis","a"
"0",511.666666666667,8.33333333333333,539.510766034068,6,214,1607,264.5,315.5,356.75,"map00650","Butanoate metabolism","b"
"12",318.833333333333,6.66666666666667,97.2304821888006,6,155,403,272.75,361,382.5,"map00650","Butanoate metabolism","b"
"48",535,14.8333333333333,83.5104783844519,6,450,676,476,521,566,"map00650","Butanoate metabolism","a"
"CK",1060.83333333333,20.1666666666667,378.266792973778,6,626,1549,733.5,1083,1326,"map00650","Butanoate metabolism","a"
"0",53.3333333333333,11.1666666666667,44.5630639281756,6,17,128,25,32,74.25,"map04214","Apoptosis - fly","ab"
"12",27.8333333333333,6.5,10.8335897405554,6,16,47,23.25,24,30.75,"map04214","Apoptosis - fly","b"
"48",65.1666666666667,15.4166666666667,31.1667557930989,6,27,104,48.5,56,90.5,"map04214","Apoptosis - fly","a"
"CK",80.1666666666667,16.9166666666667,27.6290909489738,6,29,102,74,90,98.5,"map04214","Apoptosis - fly","a"
"0",205.166666666667,8.66666666666667,226.689582174979,6,97,667,102.5,117,130.75,"map00410","beta-Alanine metabolism","b"
"12",116.166666666667,6.33333333333333,40.8676726357969,6,54,157,92.25,123,149.25,"map00410","beta-Alanine metabolism","b"
"48",241.166666666667,15.5,52.9090414453585,6,192,340,210.25,227.5,248.5,"map00410","beta-Alanine metabolism","a"
"CK",418,19.5,161.741769496936,6,207,646,312.25,411,518,"map00410","beta-Alanine metabolism","a"
"0",90.5,10.0833333333333,78.0326854593638,6,38,244,47.75,58.5,89.5,"map04216","Ferroptosis","bc"
"12",48.3333333333333,5.58333333333333,18.9173641574789,6,21,67,35.5,53,63,"map04216","Ferroptosis","c"
"48",92.6666666666667,14.1666666666667,27.7896863362411,6,69,142,76.75,80,102,"map04216","Ferroptosis","b"
"CK",160.333333333333,20.1666666666667,34.4828459769008,6,116,195,133.5,165.5,189.25,"map04216","Ferroptosis","a"
"0",244.333333333333,9,258.075699488864,6,73,761,124.25,141,208.75,"map01501","beta-Lactam resistance","b"
"12",147.666666666667,6.16666666666667,52.7585696040621,6,71,205,112.5,159,186,"map01501","beta-Lactam resistance","b"
"48",270.333333333333,15.4166666666667,43.0379677339285,6,207,333,249.5,272,290,"map01501","beta-Lactam resistance","a"
"CK",486.166666666667,19.4166666666667,199.093361684077,6,240,722,323.25,505.5,637.5,"map01501","beta-Lactam resistance","a"
"0",53.6666666666667,7.83333333333333,67.506049111666,6,12,190,22.25,29.5,38.25,"map01502","Vancomycin resistance","b"
"12",33.6666666666667,7.83333333333333,15.214028613969,6,8,52,28.75,36,41.75,"map01502","Vancomycin resistance","b"
"48",58.3333333333333,14.3333333333333,19.724772918,6,41,96,48,52,59.75,"map01502","Vancomycin resistance","a"
"CK",150.833333333333,20,69.8123675767172,6,50,236,106.25,160,198,"map01502","Vancomycin resistance","a"
"0",177,8.66666666666667,173.596082905116,6,63,521,75.75,120,162.75,"map01503","Cationic antimicrobial peptide (CAMP) resistance","b"
"12",124,6.66666666666667,49.6507804571086,6,42,168,99,141.5,160,"map01503","Cationic antimicrobial peptide (CAMP) resistance","b"
"48",221.166666666667,16,46.1450611297316,6,165,305,206,214,222.75,"map01503","Cationic antimicrobial peptide (CAMP) resistance","a"
"CK",342.5,18.6666666666667,137.048531549959,6,184,507,221,356,446,"map01503","Cationic antimicrobial peptide (CAMP) resistance","a"
"0",148.166666666667,12,128.387564299143,6,34,372,69.25,95,198,"map04213","Longevity regulating pathway - multiple species","ab"
"12",61.3333333333333,5.5,22.5003703673221,6,33,92,45.5,61,75.75,"map04213","Longevity regulating pathway - multiple species","b"
"48",142,13.8333333333333,61.4491659829489,6,69,236,105.75,126.5,178,"map04213","Longevity regulating pathway - multiple species","a"
"CK",203,18.6666666666667,69.5010791283128,6,116,305,155.75,203.5,238.5,"map04213","Longevity regulating pathway - multiple species","a"
"0",6.5,12.6666666666667,8.59651092013498,6,0,23,0.75,4.5,6.75,"map00533","Glycosaminoglycan biosynthesis - keratan sulfate","ab"
"12",4,10.8333333333333,6,6,0,16,1,2,3,"map00533","Glycosaminoglycan biosynthesis - keratan sulfate","ab"
"48",10.1666666666667,17.6666666666667,6.735478206235,6,2,20,6,9,14.25,"map00533","Glycosaminoglycan biosynthesis - keratan sulfate","a"
"CK",2.66666666666667,8.83333333333333,4.08248290463863,6,0,10,0,0.5,4,"map00533","Glycosaminoglycan biosynthesis - keratan sulfate","b"
"0",22.3333333333333,11.8333333333333,17.3051052197514,6,4,51,9.25,21.5,28.5,"map04215","Apoptosis - multiple species","bc"
"12",8.16666666666667,5.33333333333333,3.43025752191678,6,4,13,6,7.5,10.5,"map04215","Apoptosis - multiple species","c"
"48",26.3333333333333,14.25,11.2546286774228,6,11,40,19.5,25.5,35.25,"map04215","Apoptosis - multiple species","ab"
"CK",36,18.5833333333333,10.2371871136558,6,18,46,32.5,39,42.5,"map04215","Apoptosis - multiple species","a"
"0",88.3333333333333,9.16666666666667,126.300699391043,6,10,341,23.75,38,72.5,"map04217","Necroptosis","b"
"12",48.6666666666667,7.83333333333333,39.5508112011203,6,16,122,23,38,54.5,"map04217","Necroptosis","b"
"48",96.8333333333333,14.8333333333333,39.8768938944179,6,44,144,69.25,96,129.5,"map04217","Necroptosis","ab"
"CK",147.5,18.1666666666667,67.1915173217572,6,57,207,93.25,170.5,202,"map04217","Necroptosis","a"
"0",0.166666666666667,10.0833333333333,0.408248290463863,6,0,1,0,0,0,"map01059","Biosynthesis of enediyne antibiotics","b"
"12",0,8.5,0,6,0,0,0,0,0,"map01059","Biosynthesis of enediyne antibiotics","b"
"48",0.5,10.6666666666667,1.22474487139159,6,0,3,0,0,0,"map01059","Biosynthesis of enediyne antibiotics","b"
"CK",3,20.75,2.19089023002066,6,1,7,1.5,3,3,"map01059","Biosynthesis of enediyne antibiotics","a"
"0",366,8.33333333333333,376.241411862118,6,151,1130,199,233,254.25,"map02040","Flagellar assembly","b"
"12",229.166666666667,6.66666666666667,63.4142465591658,6,132,289,188.25,254.5,272.75,"map02040","Flagellar assembly","b"
"48",403.5,15.3333333333333,56.0597895108428,6,318,485,379.25,410.5,423.75,"map02040","Flagellar assembly","a"
"CK",738.833333333333,19.6666666666667,275.389481764767,6,353,1025,546.5,771.5,973.25,"map02040","Flagellar assembly","a"
"0",434.5,8.16666666666667,556.564371838514,6,173,1563,174.75,180,298.5,"map03010","Ribosome","b"
"12",234.5,7,91.4652939644322,6,132,391,184.25,210.5,268.25,"map03010","Ribosome","b"
"48",456.5,15.3333333333333,65.6163089483095,6,354,544,430.5,458,492.25,"map03010","Ribosome","a"
"CK",930,19.5,371.541114817728,6,410,1338,657.25,1047,1169.75,"map03010","Ribosome","a"
"0",175.166666666667,8.83333333333333,190.175094759189,6,64,559,79,107,135,"map00780","Biotin metabolism","b"
"12",97.5,6,39.5411178395351,6,37,133,71.75,113.5,126,"map00780","Biotin metabolism","b"
"48",230.166666666667,15.1666666666667,39.1633331914773,6,179,269,200,234.5,265.25,"map00780","Biotin metabolism","a"
"CK",418.666666666667,20,155.730108414098,6,201,599,305.5,456,522.5,"map00780","Biotin metabolism","a"
"0",151.666666666667,9.16666666666667,147.977926281816,6,58,449,77,101.5,123.75,"map00660","C5-Branched dibasic acid metabolism","b"
"12",94.1666666666667,5.66666666666667,33.4748661934094,6,40,119,75.75,111,117.75,"map00660","C5-Branched dibasic acid metabolism","b"
"48",166.5,15.1666666666667,25.3436382549941,6,133,190,145.5,174,187.5,"map00660","C5-Branched dibasic acid metabolism","a"
"CK",307.666666666667,20,131.01857374688,6,145,484,208,313,391.75,"map00660","C5-Branched dibasic acid metabolism","a"
"0",198.5,9,201.931424003299,6,97,610,112.5,121.5,129,"map00540","Lipopolysaccharide biosynthesis","b"
"12",126.333333333333,6.33333333333333,61.5586441262855,6,39,188,89.25,129,180,"map00540","Lipopolysaccharide biosynthesis","b"
"48",243.833333333333,16.1666666666667,35.0052377033304,6,197,291,219.5,255,256.75,"map00540","Lipopolysaccharide biosynthesis","a"
"CK",377.166666666667,18.5,154.313209631148,6,184,589,258.5,389.5,469.5,"map00540","Lipopolysaccharide biosynthesis","a"
"0",227.5,8.83333333333333,263.101311285216,6,65,760,117.5,126,161.5,"map00541","O-Antigen nucleotide sugar biosynthesis","bc"
"12",121.666666666667,6.33333333333333,39.2309401705678,6,53,162,108.25,136,142,"map00541","O-Antigen nucleotide sugar biosynthesis","c"
"48",236.333333333333,14.5,43.112256571266,6,166,299,226.25,243,245.5,"map00541","O-Antigen nucleotide sugar biosynthesis","b"
"CK",474.333333333333,20.3333333333333,149.119638769233,6,261,625,366.25,517.5,586.25,"map00541","O-Antigen nucleotide sugar biosynthesis","a"
"0",208.666666666667,9.16666666666667,218.102422422739,6,87,650,105,121,160.25,"map00300","Lysine biosynthesis","bc"
"12",122.166666666667,6.5,41.3396500549614,6,54,164,103.5,130.5,152.25,"map00300","Lysine biosynthesis","c"
"48",204,14.5,40.2541923282532,6,158,269,175,210,212.75,"map00300","Lysine biosynthesis","ab"
"CK",423.666666666667,19.8333333333333,163.448666763197,6,181,588,314,468.5,547.25,"map00300","Lysine biosynthesis","a"
"0",260.833333333333,9,284.840598698055,6,80,836,129.25,165,192.5,"map03018","RNA degradation","b"
"12",146.333333333333,6.33333333333333,45.3989720882166,6,86,190,110,165.5,176,"map03018","RNA degradation","b"
"48",262,15.3333333333333,59.7494769851586,6,182,334,219.5,267.5,305,"map03018","RNA degradation","a"
"CK",484.666666666667,19.3333333333333,191.380946456711,6,214,642,339.5,582,617.5,"map03018","RNA degradation","a"
"0",21.6666666666667,10.8333333333333,19.825908974538,6,2,58,10.5,16.5,25.5,"map00785","Lipoic acid metabolism","ab"
"12",12.5,7,4.59347363114234,6,6,19,9.75,13,14.75,"map00785","Lipoic acid metabolism","b"
"48",26,14.5833333333333,7.29383301152419,6,13,32,23.75,28,31.5,"map00785","Lipoic acid metabolism","a"
"CK",37.8333333333333,17.5833333333333,17.7698246099017,6,8,57,31.25,40,50.25,"map00785","Lipoic acid metabolism","a"
"0",5.16666666666667,12.25,10.2453241367302,6,0,26,0.25,1.5,2,"map00542","O-Antigen repeat unit biosynthesis","b"
"12",2.66666666666667,12.1666666666667,3.07679486912382,6,0,8,0.25,2,3.75,"map00542","O-Antigen repeat unit biosynthesis","b"
"48",0,5.5,0,6,0,0,0,0,0,"map00542","O-Antigen repeat unit biosynthesis","c"
"CK",13,20.0833333333333,5.76194411635517,6,3,19,11.25,14,16.75,"map00542","O-Antigen repeat unit biosynthesis","a"
"0",45.5,13.8333333333333,55.6515947660083,6,0,133,11.5,15.5,78,"map03013","Nucleocytoplasmic transport","ab"
"12",16,10.1666666666667,18.2537667345674,6,0,44,1.75,9.5,27.75,"map03013","Nucleocytoplasmic transport","ab"
"48",74.1666666666667,17.8333333333333,67.2351594529727,6,10,182,27.75,50,112,"map03013","Nucleocytoplasmic transport","a"
"CK",14,8.16666666666667,27.1219468327773,6,0,69,2,2,7.25,"map03013","Nucleocytoplasmic transport","b"
"0",91.8333333333333,10.5,92.44764283997,6,25,269,36.75,54,102,"map03020","RNA polymerase","bc"
"12",46.5,6.16666666666667,18.4905381208877,6,22,77,37.25,47.5,50.25,"map03020","RNA polymerase","c"
"48",102.833333333333,15,32.1024401980078,6,61,156,92,94,114,"map03020","RNA polymerase","ab"
"CK",151.666666666667,18.3333333333333,66.2500314465334,6,60,226,107,154.5,206.5,"map03020","RNA polymerase","a"
"0",228.833333333333,8.25,254.126280944468,6,104,746,109.75,131.5,151,"map00790","Folate biosynthesis","b"
"12",139.5,6.75,53.8321465297456,6,57,183,104.5,163.5,179.75,"map00790","Folate biosynthesis","b"
"48",320.5,16.1666666666667,64.4476531768225,6,247,434,285.5,312,334,"map00790","Folate biosynthesis","a"
"CK",483,18.8333333333333,184.963780238186,6,225,677,342.25,547.5,607.25,"map00790","Folate biosynthesis","a"
"0",171.666666666667,9.5,210.675738201309,6,58,600,80.75,88.5,109.75,"map00670","One carbon pool by folate","b"
"12",80.5,5.5,24.5336503602705,6,49,110,63.25,79,100.75,"map00670","One carbon pool by folate","b"
"48",182.5,15.8333333333333,23.5860128042024,6,156,215,162.75,182,198.25,"map00670","One carbon pool by folate","a"
"CK",328.166666666667,19.1666666666667,134.91837038249,6,130,451,233.5,377.5,430,"map00670","One carbon pool by folate","a"
"0",239.333333333333,7.83333333333333,297.467757356435,6,73,844,111.75,129.5,148,"map00550","Peptidoglycan biosynthesis","b"
"12",148,7.16666666666667,41.5595957631929,6,89,199,120.25,158.5,171.25,"map00550","Peptidoglycan biosynthesis","b"
"48",281.833333333333,15.5,43.7283279655953,6,210,344,272,283.5,297.25,"map00550","Peptidoglycan biosynthesis","a"
"CK",589.166666666667,19.5,236.436390318129,6,261,823,405.25,678.5,754.5,"map00550","Peptidoglycan biosynthesis","a"
"0",192.5,8.75,272.381166749832,6,47,746,71.25,84,116.25,"map04112","Cell cycle - Caulobacter","bc"
"12",89.5,6.58333333333333,26.8607520371266,6,51,123,73,91,108.25,"map04112","Cell cycle - Caulobacter","c"
"48",157.666666666667,14.3333333333333,36.7241972909779,6,119,221,134.25,149.5,170.75,"map04112","Cell cycle - Caulobacter","b"
"CK",487.5,20.3333333333333,172.102004636785,6,213,644,391.5,542,617.5,"map04112","Cell cycle - Caulobacter","a"
"0",310.666666666667,9,308.734621749273,6,146,937,165.75,188.5,231.5,"map00310","Lysine degradation","b"
"12",185.666666666667,6,56.4186730317779,6,101,253,152.25,194.5,223.25,"map00310","Lysine degradation","b"
"48",376,15.25,82.1194252293573,6,313,536,332.25,346.5,376.5,"map00310","Lysine degradation","a"
"CK",610,19.75,219.478472748468,6,345,928,442.25,615.5,732.5,"map00310","Lysine degradation","a"
"0",117.333333333333,9.66666666666667,122.941720610485,6,33,362,52.75,74.5,104.5,"map05204","Chemical carcinogenesis - DNA adducts","b"
"12",79,8.75,34.5658791295694,6,30,119,54.25,89.5,100,"map05204","Chemical carcinogenesis - DNA adducts","b"
"48",90.8333333333333,10.9166666666667,20.7597366714192,6,61,124,86,86.5,97.5,"map05204","Chemical carcinogenesis - DNA adducts","b"
"CK",251,20.6666666666667,82.1973235574006,6,151,365,187.75,254,300.75,"map05204","Chemical carcinogenesis - DNA adducts","a"
"0",64,10.6666666666667,70.0913689408332,6,25,205,29,33.5,53,"map01523","Antifolate resistance","bc"
"12",26.6666666666667,5,7.36659125149934,6,18,39,22.25,26,29,"map01523","Antifolate resistance","c"
"48",58.6666666666667,15.3333333333333,11.378341999899,6,47,74,49,57,67.25,"map01523","Antifolate resistance","ab"
"CK",97.1666666666667,19,35.2330337420249,6,43,131,75.5,108,123.25,"map01523","Antifolate resistance","a"
"0",173.333333333333,9.25,171.806480281352,6,67,520,97.75,104.5,137.5,"map01524","Platinum drug resistance","b"
"12",107.333333333333,8.25,31.7972745163271,6,67,137,79.5,120,130.5,"map01524","Platinum drug resistance","b"
"48",140.5,12,30.9111630321475,6,117,188,119.25,124,160.25,"map01524","Platinum drug resistance","b"
"CK",349.5,20.5,117.120023907101,6,199,497,257,367,426.75,"map01524","Platinum drug resistance","a"
"0",200.833333333333,11.4166666666667,161.017286856619,6,41,447,99,135.5,303.25,"map05207","Chemical carcinogenesis - receptor activation","ab"
"12",126.5,7.91666666666667,54.2392846560498,6,54,201,106.25,109,162.75,"map05207","Chemical carcinogenesis - receptor activation","b"
"48",198.333333333333,12.6666666666667,86.4191336838473,6,122,318,143.75,155,263.75,"map05207","Chemical carcinogenesis - receptor activation","ab"
"CK",288,18,99.6935303818658,6,167,434,212.25,298,335,"map05207","Chemical carcinogenesis - receptor activation","a"
"0",387.833333333333,10.9166666666667,409.068902101671,6,126,1198,163.5,222,366.75,"map05208","Chemical carcinogenesis - reactive oxygen species","b"
"12",195.5,7.66666666666667,40.854620301748,6,154,254,166.25,182.5,225,"map05208","Chemical carcinogenesis - reactive oxygen species","b"
"48",250,11.0833333333333,72.1387551874857,6,171,352,204.75,226,302,"map05208","Chemical carcinogenesis - reactive oxygen species","b"
"CK",533.166666666667,20.3333333333333,152.477430023813,6,374,806,435,523,556.25,"map05208","Chemical carcinogenesis - reactive oxygen species","a"
"0",68.6666666666667,12.4166666666667,63.6919670497518,6,17,171,26.5,38,103.5,"map04910","Insulin signaling pathway","ab"
"12",27.8333333333333,6.91666666666667,11.9401284191866,6,11,45,20.75,30,32.5,"map04910","Insulin signaling pathway","b"
"48",84.3333333333333,16.3333333333333,51.6087847819213,6,29,165,51.5,68,114.5,"map04910","Insulin signaling pathway","a"
"CK",64.3333333333333,14.3333333333333,31.0462021295144,6,16,96,47,70,88.5,"map04910","Insulin signaling pathway","ab"
"0",74.1666666666667,13.5,53.931128920751,6,13,164,39.75,67.5,93.75,"map04918","Thyroid hormone synthesis","ab"
"12",39.6666666666667,7.66666666666667,31.0719594919063,6,10,88,19.5,27,58.5,"map04918","Thyroid hormone synthesis","b"
"48",90.1666666666667,16.8333333333333,39.670728083395,6,40,140,66.5,81.5,122.75,"map04918","Thyroid hormone synthesis","a"
"CK",62,12,40.551202201661,6,28,139,37.25,50.5,66,"map04918","Thyroid hormone synthesis","ab"
"0",126,8.58333333333333,136.011764197072,6,49,401,57.25,79.5,92.75,"map00430","Taurine and hypotaurine metabolism","b"
"12",86.8333333333333,8.66666666666667,40.617319786843,6,37,129,51.5,98,116.75,"map00430","Taurine and hypotaurine metabolism","b"
"48",134.833333333333,15.0833333333333,36.5590845983138,6,97,202,116.25,125,141.25,"map00430","Taurine and hypotaurine metabolism","ab"
"CK",193.166666666667,17.6666666666667,83.8508596656389,6,91,286,129.75,189,267.75,"map00430","Taurine and hypotaurine metabolism","a"
"0",72.1666666666667,12,84.4592603961618,6,4,232,15,54,78.75,"map05205","Proteoglycans in cancer","ab"
"12",36.5,9.91666666666667,26.2583320110018,6,6,78,17.5,36.5,47.25,"map05205","Proteoglycans in cancer","b"
"48",140,18.1666666666667,117.439346047226,6,31,296,52.5,97,235.25,"map05205","Proteoglycans in cancer","a"
"CK",36.8333333333333,9.91666666666667,27.1544962513884,6,12,85,21.25,26,45.75,"map05205","Proteoglycans in cancer","b"
"0",37.8333333333333,7.75,35.2046398457173,6,5,107,27.5,29,29.75,"map00791","Atrazine degradation","b"
"12",34.3333333333333,10.4166666666667,13.9952372851148,6,15,48,23.75,37.5,46,"map00791","Atrazine degradation","b"
"48",38.6666666666667,12.1666666666667,7.81451640644939,6,30,51,32.75,38.5,42,"map00791","Atrazine degradation","b"
"CK",82.1666666666667,19.6666666666667,32.8110753658984,6,40,127,57.25,88,99.25,"map00791","Atrazine degradation","a"
"0",20,10.25,18.8042548376691,6,3,51,6.5,13.5,29.5,"map04115","p53 signaling pathway","b"
